sampleId,locality,country,city,collectionDate,lat,long,season,type,continent,set,nFlies,SRA_accession,SRA_experiment,Model,collector,sampleType,year,yday,stationId,dist_km,In(2L)t,In(2R)Ns,In(3L)P,In(3R)C,In(3R)K,In(3R)Mo,In(3R)Payne,status,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,tmin1,tmin2,tmin3,tmin4,tmin5,tmin6,tmin7,tmin8,tmin9,tmin10,tmin11,tmin12,tmax1,tmax2,tmax3,tmax4,tmax5,tmax6,tmax7,tmax8,tmax9,tmax10,tmax11,tmax12,prec1,prec2,prec3,prec4,prec5,prec6,prec7,prec8,prec9,prec10,prec11,prec12,propSimNorm,sex
UA_Cho_15_65,UA_Cho,Ukraine,Chornobyl (Cooling pond),2015/08/26,51.37330556,30.13830556,spring,pooled,Europe,DrosEU,40,SRR8439149,SRX5246559,HiSeq X Ten,Iryna_Kozeretska,wild,2015,238,UPM00033231,9.8139450172017,0.09,0.09,0.08,0.02,0,0.02,0.02,Keep,75,84,24,9054,247,-90,337,186,-35,186,-45,620,87,34,32,233,108,233,120,-90,-79,-34,38,94,127,139,130,87,39,-6,-51,-30,-14,38,133,204,236,247,239,188,119,43,-1,40,34,34,45,50,80,87,66,51,40,47,46,0.0040640093497164,male
UA_Cho_15_67,UA_Cho,Ukraine,Chornobyl Applegarden (New),2015/08/26,51.279245,30.213118,spring,pooled,Europe,DrosEU,40,SRR8439128,SRX5246580,HiSeq X Ten,Iryna_Kozeretska,wild,2015,238,UPM00033231,9.8139450172017,0.23,0.06,0.04,0.01,0,0.03,0.01,Keep,75,84,25,9055,247,-89,336,187,-34,187,-44,619,86,34,31,232,110,232,122,-89,-78,-33,39,95,129,140,131,88,40,-6,-50,-29,-13,39,134,204,237,247,240,189,120,44,-1,41,35,34,45,50,80,86,66,50,39,47,46,0.00369305141852559,male
UA_Cho_15_68,UA_Cho,Ukraine,Chornobyl Polisske,2015/08/26,51.27888889,29.39438889,spring,pooled,Europe,DrosEU,40,SRR8439169,SRX5246539,HiSeq X Ten,Iryna_Kozeretska,wild,2015,238,UPM00033231,9.8139450172017,0.12,0.06,0.08,0.04,0,0.02,0.01,Keep,74,85,25,8942,245,-90,335,183,-35,183,-44,627,91,33,34,241,105,241,116,-90,-79,-35,35,90,124,136,127,86,38,-6,-51,-29,-13,38,132,201,235,245,238,188,119,44,-1,39,33,33,46,52,81,91,69,52,40,47,44,0.00379322975366691,male
UA_Cho_15_69,UA_Cho,Ukraine,Chornobyl Applegarden,2015/08/26,51.27263889,30.22136111,spring,pooled,Europe,DrosEU,40,SRR8439139,SRX5246569,HiSeq X Ten,Iryna_Kozeretska,wild,2015,238,UPM00033231,9.8139450172017,0.18,0.08,0.06,0.01,0,0.03,0.01,Keep,75,84,25,9055,247,-89,336,187,-34,187,-44,619,86,34,31,232,110,232,122,-89,-78,-33,39,95,129,140,131,88,40,-6,-50,-29,-13,39,134,204,237,247,240,189,120,44,-1,41,35,34,45,50,80,86,66,50,39,47,46,0.00390994722936777,male
UA_Cho_15_70,UA_Cho,Ukraine,Chornobyl Applegarden (New),2015/07/07,51.279245,30.213118,spring,pooled,Europe,DrosEU,40,SRR8439115,SRX5246593,HiSeq X Ten,Iryna_Kozeretska,wild,2015,188,UPM00033231,9.8139450172017,0.15,0.08,0.03,0.02,0,0.03,0.06,Keep,75,84,25,9055,247,-89,336,187,-34,187,-44,619,86,34,31,232,110,232,122,-89,-78,-33,39,95,129,140,131,88,40,-6,-50,-29,-13,39,134,204,237,247,240,189,120,44,-1,41,35,34,45,50,80,86,66,50,39,47,46,0.00379647477946427,male
UA_Cho_16_54,UA_Cho,Ukraine,Chornobyl Applegarden (New),2016/09/04,51.27,30.21,fall,pooled,Europe,DrosEU,40,SRR8494431,SRX5299036,HiSeq X Ten,Iryna_Kozerestka,wild,2016,248,UPM00033231,9.8139450172017,0.25,0.15,0.06,0.02,0,0.03,0,Keep,75,84,25,9055,247,-89,336,187,-34,187,-44,619,86,34,31,232,110,232,122,-89,-78,-33,39,95,129,140,131,88,40,-6,-50,-29,-13,39,134,204,237,247,240,189,120,44,-1,41,35,34,45,50,80,86,66,50,39,47,46,0.00396148703098588,male
UA_Cho_16_55,UA_Cho,Ukraine,Chornobyl (Cooling pond),2016/09/05,51.37,30.13,fall,pooled,Europe,DrosEU,40,SRR8494444,SRX5299023,HiSeq X Ten,Iryna_Kozerestka,wild,2016,249,UPM00033231,9.8139450172017,0.24,0.15,0.02,0.02,0,0.02,0.03,Keep,75,84,24,9054,247,-90,337,186,-35,186,-45,620,87,34,32,233,108,233,120,-90,-79,-34,38,94,127,139,130,87,39,-6,-51,-30,-14,38,133,204,236,247,239,188,119,43,-1,40,34,34,45,50,80,87,66,51,40,47,46,0.00378408442939641,male
UA_Cho_16_62,UA_Cho,Ukraine,Chornobyl Yaniv,2016/09/04,51.38691667,30.07330556,fall,pooled,Europe,DrosEU,40,SRR8494433,SRX5299034,HiSeq X Ten,Iryna_Kozerestka,wild,2016,248,UPM00033231,9.8139450172017,0.37,0.1,0.05,0.01,0,0.03,0.03,Keep,74,84,24,9065,246,-91,337,185,-36,185,-45,621,88,33,33,236,107,236,119,-91,-80,-35,37,93,127,138,129,86,38,-7,-51,-30,-15,37,132,203,236,246,239,188,119,43,-1,40,34,33,45,50,81,88,67,51,40,47,45,0.00463616409104135,male
UA_Dro_14_27,UA_Dro,Ukraine,Drogobych,2014/08/24,49.32991667,23.50280556,spring,pooled,Europe,DrosEU,40,SRR5647732,SRX2885376,NextSeq 500,Iryna_Kozeretska,wild,2014,236,UPM00033398,2.46030687751897,0.17,0.09,0,0.01,0,0.02,0.06,Keep,77,82,27,7632,231,-66,297,157,-13,171,-25,712,97,37,34,269,115,267,126,-66,-49,-14,36,82,111,126,120,87,42,1,-38,-9,5,58,129,186,214,231,226,185,131,59,10,38,37,40,51,78,97,94,76,58,47,45,51,0.00357586094072299,male
UA_Dro_15_10,UA_Dro,Ukraine,Drogobych,2015/09/18,49.32991667,23.50280556,fall,pooled,Europe,DrosEU,40,SRR8439116,SRX5246592,HiSeq X Ten,Iryna_Kozeretska,wild,2015,261,UPM00033398,2.46030687751897,0.13,0.05,0.01,0.01,0,0.01,0.18,Keep,77,82,27,7632,231,-66,297,157,-13,171,-25,712,97,37,34,269,115,267,126,-66,-49,-14,36,82,111,126,120,87,42,1,-38,-9,5,58,129,186,214,231,226,185,131,59,10,38,37,40,51,78,97,94,76,58,47,45,51,0.00365195516838096,male
UA_Dro_16_56,UA_Dro,Ukraine,Drogobych,2016/09/12,49.32991667,23.50280556,fall,pooled,Europe,DrosEU,40,SRR8494441,SRX5299026,HiSeq X Ten,Svitlana_Serga,wild,2016,256,UPM00033398,2.46030687751897,0.19,0.11,0.01,0.01,0,0.01,0.08,Keep,77,82,27,7632,231,-66,297,157,-13,171,-25,712,97,37,34,269,115,267,126,-66,-49,-14,36,82,111,126,120,87,42,1,-38,-9,5,58,129,186,214,231,226,185,131,59,10,38,37,40,51,78,97,94,76,58,47,45,51,0.00555308431337364,male
UA_Kan_16_57,UA_Kan,Ukraine,Kaniv,2016/07/08,49.72,31.53,spring,pooled,Europe,DrosEU,40,SRR8494448,SRX5299019,HiSeq X Ten,Iryna_Kozerestka,wild,2016,190,UPM00033466,38.6912935330858,0.17,0.05,0.07,0.02,0,0.03,0.06,Keep,79,84,24,9217,256,-82,338,194,-32,194,-40,567,77,32,28,204,107,204,122,-82,-75,-32,41,101,136,150,139,90,40,-7,-47,-23,-13,37,135,206,241,256,248,195,125,48,3,39,36,32,45,45,72,77,55,44,33,42,47,0.0040490362514547,male
UA_Kha_14_45,UA_Kha,Ukraine,Kharkiv,2014/07/26,49.81852778,36.05475,spring,pooled,Europe,DrosEU,40,SRR5647747,SRX2885361,NextSeq 500,Svitlana_Serga,wild,2014,207,UPM00034300,17.4159430956053,0.2,0.09,0.1,0.02,0,0.02,0.04,Exclude,76,82,23,9816,259,-94,353,183,8,198,-52,528,61,29,20,168,97,167,120,-94,-88,-37,41,101,138,155,145,94,36,-15,-59,-34,-26,27,133,206,242,259,252,193,118,39,-8,44,32,29,36,48,59,61,47,46,38,44,44,0.00563016657419147,male
UA_Kha_14_46,UA_Kha,Ukraine,Kharkiv,2014/09/14,49.81852778,36.05475,fall,pooled,Europe,DrosEU,40,SRR5647730,SRX2885378,NextSeq 500,Svitlana_Serga,wild,2014,257,UPM00034300,17.4159430956053,0.17,0.07,0.06,0.02,0,0.01,0.02,Exclude,76,82,23,9816,259,-94,353,183,8,198,-52,528,61,29,20,168,97,167,120,-94,-88,-37,41,101,138,155,145,94,36,-15,-59,-34,-26,27,133,206,242,259,252,193,118,39,-8,44,32,29,36,48,59,61,47,46,38,44,44,0.00683018494464647,male
UA_Kha_15_19,UA_Kha,Ukraine,Kharkiv,2015/08/20,49.81852778,36.05475,spring,pooled,Europe,DrosEU,40,SRR8439146,SRX5246562,HiSeq X Ten,Svitlana_Serga,wild,2015,232,UPM00034300,17.4159430956053,0.22,0.1,0.07,0.02,0,0.02,0.04,Keep,76,82,23,9816,259,-94,353,183,8,198,-52,528,61,29,20,168,97,167,120,-94,-88,-37,41,101,138,155,145,94,36,-15,-59,-34,-26,27,133,206,242,259,252,193,118,39,-8,44,32,29,36,48,59,61,47,46,38,44,44,0.00482562101645926,male
UA_Kha_16_58,UA_Kha,Ukraine,Kharkiv,2016/08/18,49.81852778,36.05475,spring,pooled,Europe,DrosEU,40,SRR8494446,SRX5299021,HiSeq X Ten,Svitlana_Serga,wild,2016,231,UPM00034300,17.4159430956053,0.17,0.03,0.08,0.04,0,0.02,0.09,Keep,76,82,23,9816,259,-94,353,183,8,198,-52,528,61,29,20,168,97,167,120,-94,-88,-37,41,101,138,155,145,94,36,-15,-59,-34,-26,27,133,206,242,259,252,193,118,39,-8,44,32,29,36,48,59,61,47,46,38,44,44,0.00447315018524256,male
UA_Kyi_14_23,UA_Kyi,Ukraine,Kyiv,2014/08/09,50.34402778,30.48911111,spring,pooled,Europe,DrosEU,40,SRR5647736,SRX2885372,NextSeq 500,Iryna_Kozeretska,wild,2014,221,UPM00033345,9.06128615039976,0.18,0.1,0.04,0.01,0,0.02,0.07,Keep,78,81,24,9037,246,-83,329,189,-31,189,-41,636,86,36,27,226,122,226,136,-83,-73,-29,41,100,133,145,136,92,41,-5,-47,-27,-13,40,135,204,235,246,240,190,122,46,0,45,41,36,49,53,75,86,65,51,37,48,50,0.00397883437290947,male
UA_Kyi_14_24,UA_Kyi,Ukraine,Kyiv,2014/09/08,50.34402778,30.48911111,fall,pooled,Europe,DrosEU,40,SRR5647737,SRX2885371,NextSeq 500,Iryna_Kozeretska,wild,2014,251,UPM00033345,9.06128615039976,0.24,0.09,0.04,0.03,0,0.01,0.08,Keep,78,81,24,9037,246,-83,329,189,-31,189,-41,636,86,36,27,226,122,226,136,-83,-73,-29,41,100,133,145,136,92,41,-5,-47,-27,-13,40,135,204,235,246,240,190,122,46,0,45,41,36,49,53,75,86,65,51,37,48,50,0.00352288494915966,male
UA_Kyi_14_49,UA_Kyi,Ukraine,Kyiv,2014/10/11,50.34402778,30.48911111,fall,pooled,Europe,DrosEU,40,SRR5647743,SRX2885365,NextSeq 500,Svitlana_Serga,wild,2014,284,UPM00033345,9.06128615039976,0.17,0.18,0.05,0.05,0,0.02,0.03,Exclude,78,81,24,9037,246,-83,329,189,-31,189,-41,636,86,36,27,226,122,226,136,-83,-73,-29,41,100,133,145,136,92,41,-5,-47,-27,-13,40,135,204,235,246,240,190,122,46,0,45,41,36,49,53,75,86,65,51,37,48,50,0.046136153504603,male
UA_Kyi_15_64,UA_Kyi,Ukraine,Kyiv (Vyshneve),2015/08/10,50.383374,30.368038,spring,pooled,Europe,DrosEU,40,SRR8439147,SRX5246561,HiSeq X Ten,Iryna_Kozeretska,wild,2015,222,UPM00033345,9.06128615039976,0.21,0.17,0.07,0.04,0,0.01,0.02,Keep,78,81,24,9024,245,-84,329,188,-32,188,-41,636,86,36,27,227,120,227,133,-84,-74,-30,40,99,132,145,136,92,41,-4,-46,-27,-12,40,135,205,235,245,240,191,122,46,0,44,40,36,49,54,76,86,65,52,37,48,49,0.00428526754424649,male
UA_Kyi_16_44,UA_Kyi,Ukraine,Kyiv (Vyshneve),2016/09/04,50.3834,30.3682,fall,pooled,Europe,DrosEU,40,SRR8494466,SRX5299001,HiSeq X Ten,Iryna_Kozerestka,wild,2016,248,UPM00033345,9.06128615039976,0.24,0.1,0.07,0.03,0,0.02,0.03,Keep,78,81,24,9024,245,-84,329,188,-32,188,-41,636,86,36,27,227,120,227,133,-84,-74,-30,40,99,132,145,136,92,41,-4,-46,-27,-12,40,135,205,235,245,240,191,122,46,0,44,40,36,49,54,76,86,65,52,37,48,49,0.00517164159304862,male
UA_Kyi_16_45,UA_Kyi,Ukraine,Kyiv (Vyshneve),2016/10/03,50.38,30.36,fall,pooled,Europe,DrosEU,40,SRR8494428,SRX5299039,HiSeq X Ten,Iryna_Kozerestka,wild,2016,277,UPM00033345,9.06128615039976,0.3,0.13,0.07,0.04,0,0.04,0.05,Keep,78,81,24,9024,245,-84,329,188,-32,188,-41,636,86,36,27,227,120,227,133,-84,-74,-30,40,99,132,145,136,92,41,-4,-46,-27,-12,40,135,205,235,245,240,191,122,46,0,44,40,36,49,54,76,86,65,52,37,48,49,0.00568795492481217,male
UA_Kyi_16_59,UA_Kyi,Ukraine,Kyiv (Vyshneve),2016/08/06,50.38,30.36,spring,pooled,Europe,DrosEU,40,SRR8494430,SRX5299037,HiSeq X Ten,Iryna_Kozerestka,wild,2016,219,UPM00033345,9.06128615039976,0.16,0.12,0.07,0.05,0.03,0.02,0.03,Keep,78,81,24,9024,245,-84,329,188,-32,188,-41,636,86,36,27,227,120,227,133,-84,-74,-30,40,99,132,145,136,92,41,-4,-46,-27,-12,40,135,205,235,245,240,191,122,46,0,44,40,36,49,54,76,86,65,52,37,48,49,0.00416496263166058,male
UA_Ode_14_19,UA_Ode,Ukraine,Odesa,2014/07/03,46.44155556,30.77169444,spring,pooled,Europe,DrosEU,40,SRR5647766,SRX2885342,NextSeq 500,Iryna_Kozeretska,wild,2014,184,UPM00033837,11.6877453953855,0.1,0.11,0.01,0.01,0.01,0.02,0.05,Keep,104,65,21,8350,263,-38,301,190,166,211,-2,456,49,26,16,133,99,130,121,-38,-32,1,62,118,158,179,174,133,80,32,-10,12,18,55,127,190,236,263,256,209,148,85,40,38,38,30,32,39,45,49,36,37,26,41,45,0.022621872904823,male
UA_Ode_14_20,UA_Ode,Ukraine,Odesa,2014/07/22,46.44155556,30.77169444,spring,pooled,Europe,DrosEU,40,SRR5647765,SRX2885343,NextSeq 500,Iryna_Kozeretska,wild,2014,203,UPM00033837,11.6877453953855,0.19,0.1,0.02,0.04,0,0.03,0.03,Keep,104,65,21,8350,263,-38,301,190,166,211,-2,456,49,26,16,133,99,130,121,-38,-32,1,62,118,158,179,174,133,80,32,-10,12,18,55,127,190,236,263,256,209,148,85,40,38,38,30,32,39,45,49,36,37,26,41,45,0.00334440517614023,male
UA_Ode_14_21,UA_Ode,Ukraine,Odesa,2014/08/29,46.44155556,30.77169444,spring,pooled,Europe,DrosEU,40,SRR5647768,SRX2885340,NextSeq 500,Iryna_Kozeretska,wild,2014,241,UPM00033837,11.6877453953855,0.2,0.09,0.08,0.04,0,0.05,0.05,Keep,104,65,21,8350,263,-38,301,190,166,211,-2,456,49,26,16,133,99,130,121,-38,-32,1,62,118,158,179,174,133,80,32,-10,12,18,55,127,190,236,263,256,209,148,85,40,38,38,30,32,39,45,49,36,37,26,41,45,0.0398993456387968,male
UA_Ode_14_22,UA_Ode,Ukraine,Odesa,2014/10/10,46.44155556,30.77169444,fall,pooled,Europe,DrosEU,40,SRR5647767,SRX2885341,NextSeq 500,Iryna_Kozeretska,wild,2014,283,UPM00033837,11.6877453953855,0.35,0.14,0.07,0.03,0,0.02,0.04,Keep,104,65,21,8350,263,-38,301,190,166,211,-2,456,49,26,16,133,99,130,121,-38,-32,1,62,118,158,179,174,133,80,32,-10,12,18,55,127,190,236,263,256,209,148,85,40,38,38,30,32,39,45,49,36,37,26,41,45,0.0525136731145105,male
UA_Ode_15_11,UA_Ode,Ukraine,Odesa,2015/09/26,46.44155556,30.77169444,fall,pooled,Europe,DrosEU,40,SRR8439155,SRX5246553,HiSeq X Ten,Iryna_Kozeretska,wild,2015,269,UPM00033837,11.6877453953855,0.35,0.09,0.03,0.05,0,0.02,0.08,Keep,104,65,21,8350,263,-38,301,190,166,211,-2,456,49,26,16,133,99,130,121,-38,-32,1,62,118,158,179,174,133,80,32,-10,12,18,55,127,190,236,263,256,209,148,85,40,38,38,30,32,39,45,49,36,37,26,41,45,0.275558703019706,male
UA_Ode_15_20,UA_Ode,Ukraine,Odesa,2015/06/30,46.44155556,30.77169444,spring,pooled,Europe,DrosEU,40,SRR8439145,SRX5246563,HiSeq X Ten,Iryna_Kozeretska,wild,2015,181,UPM00033837,11.6877453953855,0.15,0.04,0.03,0.03,0,0.01,0.05,Keep,104,65,21,8350,263,-38,301,190,166,211,-2,456,49,26,16,133,99,130,121,-38,-32,1,62,118,158,179,174,133,80,32,-10,12,18,55,127,190,236,263,256,209,148,85,40,38,38,30,32,39,45,49,36,37,26,41,45,0.00322537095937537,male
UA_Ode_15_22,UA_Ode,Ukraine,Odesa,2015/08/27,46.44155556,30.77169444,spring,pooled,Europe,DrosEU,40,SRR8439130,SRX5246578,HiSeq X Ten,Iryna_Kozeretska,wild,2015,239,UPM00033837,11.6877453953855,0.15,0.07,0.08,0.04,0.01,0.03,0.05,Keep,104,65,21,8350,263,-38,301,190,166,211,-2,456,49,26,16,133,99,130,121,-38,-32,1,62,118,158,179,174,133,80,32,-10,12,18,55,127,190,236,263,256,209,148,85,40,38,38,30,32,39,45,49,36,37,26,41,45,0.138551782985829,male
UA_Ode_15_66,UA_Ode,Ukraine,Odesa,2015/07/26,46.44155556,30.77169444,spring,pooled,Europe,DrosEU,40,SRR8439140,SRX5246568,HiSeq X Ten,Iryna_Kozeretska,wild,2015,207,UPM00033837,11.6877453953855,0.21,0.05,0.01,0.06,0,0.01,0.04,Keep,104,65,21,8350,263,-38,301,190,166,211,-2,456,49,26,16,133,99,130,121,-38,-32,1,62,118,158,179,174,133,80,32,-10,12,18,55,127,190,236,263,256,209,148,85,40,38,38,30,32,39,45,49,36,37,26,41,45,0.00436147628532713,male
UA_Ode_16_46,UA_Ode,Ukraine,Odesa,2016/08/20,46.44,30.77,spring,pooled,Europe,DrosEU,40,SRR8494429,SRX5299038,HiSeq X Ten,Iryna_Kozerestka,wild,2016,233,UPM00033837,11.6877453953855,0.17,0.09,0.05,0.03,0,0.01,0.01,Keep,104,65,21,8350,263,-38,301,190,166,211,-2,456,49,26,16,133,99,130,121,-38,-32,1,62,118,158,179,174,133,80,32,-10,12,18,55,127,190,236,263,256,209,148,85,40,38,38,30,32,39,45,49,36,37,26,41,45,0.112222668147329,male
UA_Ode_16_47,UA_Ode,Ukraine,Odesa,2016/09/15,46.44155556,30.77169444,fall,pooled,Europe,DrosEU,40,SRR8494427,SRX5299040,HiSeq X Ten,Iryna_Kozerestka,wild,2016,259,UPM00033837,11.6877453953855,0.19,0.06,0.03,0.01,0.01,0.03,0.04,Keep,104,65,21,8350,263,-38,301,190,166,211,-2,456,49,26,16,133,99,130,121,-38,-32,1,62,118,158,179,174,133,80,32,-10,12,18,55,127,190,236,263,256,209,148,85,40,38,38,30,32,39,45,49,36,37,26,41,45,0.0407401722718674,male
UA_Pir_16_48,UA_Pir,Ukraine,Pripyat,2016/09/03,51.4,30.05416645,fall,pooled,Europe,DrosEU,40,SRR8494426,SRX5299041,HiSeq X Ten,Iryna_Kozerestka,wild,2016,247,UPM00033231,18.0200756186312,0.32,0.12,0.1,0.02,0,0.01,0.04,Keep,74,84,24,9065,246,-91,337,185,-36,185,-45,621,88,33,33,236,107,236,119,-91,-80,-35,37,93,127,138,129,86,38,-7,-51,-30,-15,37,132,203,236,246,239,188,119,43,-1,40,34,33,45,50,81,88,67,51,40,47,45,0.0465368373877139,male
UA_Pyr_14_26,UA_Pyr,Ukraine,Pyriatyn,2014/08/20,50.25375,32.51880556,spring,pooled,Europe,DrosEU,40,SRR5647739,SRX2885369,NextSeq 500,Oleksandra_Protsenko,wild,2014,232,UPM00033362,27.8272778265608,0.19,0.08,0.11,0.02,0,0.03,0.03,Keep,80,87,25,9311,257,-86,343,195,-33,195,-41,591,76,36,25,205,116,205,133,-86,-79,-32,43,101,135,148,139,91,40,-8,-49,-22,-13,39,139,212,244,257,252,201,128,48,5,42,38,36,46,41,70,76,59,46,37,47,53,0.00356174283278489,male
UA_Pyr_15_21,UA_Pyr,Ukraine,Pyriatyn,2015/08/26,50.25375,32.51880556,spring,pooled,Europe,DrosEU,40,SRR8439129,SRX5246579,HiSeq X Ten,Iryna_Kozeretska,wild,2015,238,UPM00033362,27.8272778265608,0.22,0.06,0.08,0.02,0,0.03,0.11,Keep,80,87,25,9311,257,-86,343,195,-33,195,-41,591,76,36,25,205,116,205,133,-86,-79,-32,43,101,135,148,139,91,40,-8,-49,-22,-13,39,139,212,244,257,252,201,128,48,5,42,38,36,46,41,70,76,59,46,37,47,53,0.00334572480361893,male
UA_Pyr_16_49,UA_Pyr,Ukraine,Pyriatyn,2016/08/23,50.53752,32.51880556,spring,pooled,Europe,DrosEU,40,SRR8494424,SRX5299043,HiSeq X Ten,Iryna_Kozerestka,wild,2016,236,UPM00033362,27.8272778265608,0.26,0.09,0.07,0.03,0,0.03,0.05,Keep,76,87,25,9345,253,-90,343,191,-38,191,-46,600,78,37,25,209,117,209,133,-90,-83,-37,39,98,131,145,134,86,35,-12,-53,-27,-18,34,134,208,239,253,247,195,123,44,0,43,37,37,46,43,71,78,60,46,38,48,53,0.00414213883978499,male
UA_Uma_14_50,UA_Uma,Ukraine,Uman,2014/10/01,48.75327778,30.20580556,fall,pooled,Europe,DrosEU,40,SRR5647740,SRX2885368,NextSeq 500,Svitlana_Serga,wild,2014,274,UPM00033587,3.09530557083952,0.14,0.12,0.06,0.01,0,0.03,0.09,Exclude,72,82,25,8774,241,-85,326,169,21,181,-42,617,87,33,33,230,120,227,133,-85,-75,-34,35,92,126,137,126,82,30,-12,-49,-27,-15,34,127,193,227,241,233,184,115,43,1,45,42,34,45,57,86,87,54,47,33,41,46,0.00507819775880405,male
UA_Uma_15_9,UA_Uma,Ukraine,Uman',2015/09/26,48.75327778,30.20580556,fall,pooled,Europe,DrosEU,40,SRR8439117,SRX5246591,HiSeq X Ten,Svitlana_Serga,wild,2015,269,UPM00033587,3.09530557083952,0.17,0.04,0.09,0.05,0,0.01,0.09,Keep,72,82,25,8774,241,-85,326,169,21,181,-42,617,87,33,33,230,120,227,133,-85,-75,-34,35,92,126,137,126,82,30,-12,-49,-27,-15,34,127,193,227,241,233,184,115,43,1,45,42,34,45,57,86,87,54,47,33,41,46,0.00348291931205177,male
UA_Uma_16_50,UA_Uma,Ukraine,Uman,2016/09/17,48.75,30.2,fall,pooled,Europe,DrosEU,40,SRR8494425,SRX5299042,HiSeq X Ten,Svitlana_Serga,wild,2016,261,UPM00033587,3.09530557083952,0.14,0.14,0.06,0.02,0,0.01,0.1,Keep,72,82,25,8774,241,-85,326,169,21,181,-42,617,87,33,33,230,120,227,133,-85,-75,-34,35,92,126,137,126,82,30,-12,-49,-27,-15,34,127,193,227,241,233,184,115,43,1,45,42,34,45,57,86,87,54,47,33,41,46,0.00678221989296821,male
UA_Uma_16_51,UA_Uma,Ukraine,Uman K,2016/09/11,48.76,30.17,fall,pooled,Europe,DrosEU,40,SRR8494422,SRX5299045,HiSeq X Ten,Svitlana_Serga,wild,2016,255,UPM00033587,3.09530557083952,0.16,0.22,0.08,0.02,0,0.02,0.09,Keep,72,82,25,8774,241,-85,326,169,21,181,-42,617,87,33,33,230,120,227,133,-85,-75,-34,35,92,126,137,126,82,30,-12,-49,-27,-15,34,127,193,227,241,233,184,115,43,1,45,42,34,45,57,86,87,54,47,33,41,46,0.00699779547335631,male
UA_Var_14_25,UA_Var,Ukraine,Varva,2014/08/18,50.48469444,32.71425,spring,pooled,Europe,DrosEU,40,SRR5647738,SRX2885370,NextSeq 500,Oleksandra_Protsenko,wild,2014,230,UPM00033362,25.9062845119472,0.24,0.1,0.07,0.03,0,0.02,0.04,Keep,77,87,25,9347,254,-90,344,192,-36,192,-44,606,78,38,24,209,121,209,138,-90,-82,-36,41,99,132,146,136,88,37,-11,-52,-25,-16,35,136,210,241,254,249,198,125,45,2,44,39,38,46,43,70,78,61,46,38,48,55,0.00368171161569178,male
UA_Var_15_18,UA_Var,Ukraine,Varva,2015/08/25,50.48469444,32.71425,spring,pooled,Europe,DrosEU,40,SRR8439152,SRX5246556,HiSeq X Ten,Iryna_Kozeretska,wild,2015,237,UPM00033362,25.9062845119472,0.16,0.03,0.14,0.01,0,0.01,0.11,Keep,77,87,25,9347,254,-90,344,192,-36,192,-44,606,78,38,24,209,121,209,138,-90,-82,-36,41,99,132,146,136,88,37,-11,-52,-25,-16,35,136,210,241,254,249,198,125,45,2,44,39,38,46,43,70,78,61,46,38,48,55,0.00354032483085727,male
UA_Var_16_60,UA_Var,Ukraine,Varva,2016/08/26,50.48469444,32.71425,spring,pooled,Europe,DrosEU,40,SRR8494469,SRX5298998,HiSeq X Ten,Iryna_Kozerestka,wild,2016,239,UPM00033362,25.9062845119472,0.18,0.04,0.08,0.02,0,0.02,0.04,Keep,77,87,25,9347,254,-90,344,192,-36,192,-44,606,78,38,24,209,121,209,138,-90,-82,-36,41,99,132,146,136,88,37,-11,-52,-25,-16,35,136,210,241,254,249,198,125,45,2,44,39,38,46,43,70,78,61,46,38,48,55,0.00421511853835261,male
UA_Yal_14_16,UA_Yal,Ukraine,Yalta,2014/06/20,44.5015,34.16611944,spring,pooled,Europe,DrosEU,40,SRR5647764,SRX2885344,NextSeq 500,Iryna_Kozeretska,wild,2014,171,UPM00033946,22.2135156618297,0.16,0.03,0.01,0.01,0,0.01,0.09,Keep,102,86,29,7294,259,-33,292,31,157,197,11,627,82,39,23,209,129,149,207,-33,-28,-7,45,93,132,156,150,110,65,30,-4,34,40,71,138,190,232,259,254,211,154,102,60,71,54,46,39,46,57,47,45,42,42,56,82,0.00329533781960152,male
UA_Yal_14_18,UA_Yal,Ukraine,Yalta,2014/08/27,44.5015,34.16611944,spring,pooled,Europe,DrosEU,40,SRR5647763,SRX2885345,NextSeq 500,Iryna_Kozeretska,wild,2014,239,UPM00033946,22.2135156618297,0.18,0.03,0.03,0.02,0,0.02,0.07,Keep,102,86,29,7294,259,-33,292,31,157,197,11,627,82,39,23,209,129,149,207,-33,-28,-7,45,93,132,156,150,110,65,30,-4,34,40,71,138,190,232,259,254,211,154,102,60,71,54,46,39,46,57,47,45,42,42,56,82,0.00334877740504267,male
UA_Yal_15_23,UA_Yal,Ukraine,Yalta,2015/06/24,44.5015,34.16611944,spring,pooled,Europe,DrosEU,40,SRR8439131,SRX5246577,HiSeq X Ten,Iryna_Kozeretska,wild,2015,175,UPM00033946,22.2135156618297,0.13,0.06,0,0.02,0,0.01,0.09,Keep,102,86,29,7294,259,-33,292,31,157,197,11,627,82,39,23,209,129,149,207,-33,-28,-7,45,93,132,156,150,110,65,30,-4,34,40,71,138,190,232,259,254,211,154,102,60,71,54,46,39,46,57,47,45,42,42,56,82,0.00406719764950349,male
